Not Pelty,Pelty
0.02368,0.97632
0.01334,0.98666
0.01832,0.98168
0.01716,0.98284
0.00848,0.99152
0.03224,0.96776
0.02252,0.97748
0.0401,0.9599
0.02506,0.97494
0.07116,0.92884
0.02584,0.97416
0.01004,0.98996
0.03418,0.96582
0.0155,0.9845
0.03058,0.96942
0.0313,0.9687
0.03466,0.96534
0.01626,0.98374
0.0112,0.9888
0.0139,0.9861
0.01306,0.98694
0.02814,0.97186
0.01214,0.98786
0.01634,0.98366
0.00918,0.99082
