Not Pelty,Pelty
0.64282,0.35718
0.67618,0.32382
0.67216,0.32784
0.64992,0.35008
0.65082,0.34918
0.63712,0.36288
0.6532,0.3468
0.68776,0.31224
0.6583,0.3417
0.67614,0.32386
0.68072,0.31928
0.66038,0.33962
0.65844,0.34156
0.67528,0.32472
0.65522,0.34478
0.63492,0.36508
0.63934,0.36066
0.65254,0.34746
0.66308,0.33692
0.6191,0.3809
0.66302,0.33698
0.60624,0.39376
0.63436,0.36564
0.71014,0.28986
0.67382,0.32618
